Team Number,Advisor,Problem,Ranking,Institution ID
36384,Ming Lei,D,Successful Participant,378
36385,Ping Liu,A,Honorable Mention,370
36386,Zhang Shuang,A,Successful Participant,380
36387,Ping Liu,B,Honorable Mention,370
36388,Zhiqing Dong,B,Successful Participant,378
36389,Guoming Jian Yin Li,A,Honorable Mention,379
36390,Zhiqing Dong,B,Successful Participant,378
36391,Guanghui Cheng,D,Honorable Mention,262
36392,Zhiqing Dong,D,Successful Participant,378
36393,Zhiqing Dong,A,Honorable Mention,378
36394,Shiyun Shen,A,Successful Participant,370
36395,Zhiqing Dong,A,Successful Participant,378
36396,Guanghui Cheng,A,Honorable Mention,262
36397,Zhang Shuang,A,Successful Participant,380
36398,Zhiqing Dong,A,Successful Participant,378
36399,Meiping Yao,A,Successful Participant,381
36400,Wenbin Zhang,A,Successful Participant,382
36401,Guanghui Cheng,A,Honorable Mention,262
36402,Jiming Zheng,A,Successful Participant,370
36403,Leina Zhao,D,Honorable Mention,378
36404,Guanghui Cheng,C,Honorable Mention,262
36405,Leina Zhao,D,Successful Participant,378
36406,Leina Zhao,B,Successful Participant,378
36407,Xinlong Luo,A,Successful Participant,126
36408,Leina Zhao,A,Successful Participant,378
36409,Guanghui Cheng,D,Finalist,262
36410,Xing Yu,A,Honorable Mention,383
36411,Mei Lu,D,Meritorious,179
36412,Chunde Yang,A,Meritorious,370
36413,Xiaofeng Chen,D,Honorable Mention,378
36414,Xiaofeng Chen,A,Honorable Mention,378
36415,Xiaofeng Chen,A,Meritorious,378
36416,Zhongming Ma,D,Successful Participant,56
36417,Xiaofeng Chen,A,Successful Participant,378
36418,Mingqi Li,A,Meritorious,262
36419,Jianhui Pan,B,Successful Participant,370
36420,Mingqi Li,C,Meritorious,262
36421,Yu Huang,B,Successful Participant,222
36422,Mingqi Li,A,Honorable Mention,262
36423,Jianhui Pan,A,Successful Participant,370
36424,Liutong Xu,D,Successful Participant,6
36425,Chongchao Huang,A,Honorable Mention,24
36426,Xianfeng Wang,B,Meritorious,9
36427,Mingqi Li,A,Meritorious,262
36428,Jiming Zheng,A,Honorable Mention,370
36429,Mingqi Li,A,Successful Participant,262
36430,Wei Zhu,A,Meritorious,370
36431,Minggang Wang,A,Successful Participant,384
36432,Xiaoqian You,A,Successful Participant,370
36433,Qinghua Zhang,A,Successful Participant,370
36434,Zhiyong Wang,C,Honorable Mention,262
36435,Liang Li,D,Honorable Mention,262
36436,Feng Wei,A,Honorable Mention,33
36437,Liang Li,C,Meritorious,262
36438,Fenglan Sun,A,Successful Participant,370
36439,Liang Li,A,Honorable Mention,262
36440,Yanfei Jing,B,Honorable Mention,262
36441,Liang Li,B,Successful Participant,262
36442,Liang Li,B,Honorable Mention,262
36443,Yong Liu,A,Honorable Mention,370
36444,Wei Feng,A,Honorable Mention,1
36445,Shiyun Shen,B,Meritorious,370
36446,Liangfu Lv,B,Meritorious,186
36447,Qin Liu,A,Successful Participant,50
36448,Hairong Zhu,A,Successful Participant,341
36449,Jianlin Jiang,B,Successful Participant,385
36450,Xiaolong Jiang,A,Honorable Mention,5
36451,Xuesong Deng,A,Honorable Mention,386
36452,Xiaojie Zhu,A,Successful Participant,331
36453,Yanhui Guan,A,Successful Participant,5
36454,Jingheng Cai,C,Successful Participant,5
36455,Zhujun Fan,A,Honorable Mention,5
36456,Zhiming Hu,B,Meritorious,179
36457,Xiangyun Zhang,D,Honorable Mention,58
36458,Zhonghua Xie,A,Successful Participant,157
36459,Jianyu Pan,A,Honorable Mention,58
36460,Xiang Ma,B,Successful Participant,41
36461,Min Chen,C,Successful Participant,387
36462,Limei Wang,A,Successful Participant,102
36463,Yuming Zhou,A,Successful Participant,50
36464,Sheng Liu,C,Honorable Mention,151
36465,Zixiong Peng,A,Successful Participant,123
36466,Wanyi Chen,B,Successful Participant,9
36467,Juncai Jiao,B,Successful Participant,350
36468,Yi-Shuai Niu,B,Meritorious,165
36469,Yuan Luo,B,Honorable Mention,61
36470,Zhiyong Wang,D,Meritorious,262
36471,Zhiyong Wang,A,Honorable Mention,262
36472,Zhiyong Wang,A,Successful Participant,262
36473,Zhiyong Wang,B,Meritorious,262
36474,Hou-Biao Li,A,Honorable Mention,262
36475,Yanhui Guan,A,Successful Participant,5
36476,Zhiyong Wang,A,Honorable Mention,262
36477,Hou-Biao Li,B,Successful Participant,262
36478,Hou-Biao Li,A,Successful Participant,262
36479,Yanfei Jing,A,Honorable Mention,262
36480,Hou-Biao Li,A,Honorable Mention,262
36481,Yanfei Jing,D,Meritorious,262
36482,Yanfei Jing,C,Honorable Mention,262
36483,Hou-Biao Li,B,Successful Participant,262
36484,Peixing Li,C,Successful Participant,5
36485,Yanfei Jing,B,Successful Participant,262
36486,Hou-Biao Li,A,Honorable Mention,262
36487,Yanfei Jing,A,Successful Participant,262
36488,Yong Zhang,A,Honorable Mention,262
36489,Yong Zhang,A,Successful Participant,262
36490,Yong Zhang,A,Honorable Mention,262
36491,Yong Zhang,A,Meritorious,262
36492,Yong Zhang,A,Honorable Mention,262
36493,Xiaoming Fan,A,Successful Participant,123
36494,Yingzhe Wang,D,Successful Participant,43
36495,Peiluan Li,A,Successful Participant,282
36496,Peiluan Li,D,Meritorious,282
36497,Ji Zhang,A,Honorable Mention,282
36498,Zhihui Zhan,D,Meritorious,5
36499,Chunwei Wang,B,Honorable Mention,282
36500,Hong Chen,C,Successful Participant,11
36501,Hairong Zhu,B,Successful Participant,341
36502,Jiaoying Huang,A,Successful Participant,1
36503,Qiang Zhang,A,Successful Participant,50
36504,Weijia Zhao,A,Honorable Mention,388
36505,Jingyi Ma,B,Honorable Mention,123
36506,Minghui Zhao,A,Successful Participant,151
36507,Liang Sun,A,Honorable Mention,366
36508,Yaqing Si,A,Successful Participant,16
36509,Qing Qin,A,Successful Participant,282
36510,Wei Fang,A,Successful Participant,6
36511,Buyang Li,A,Successful Participant,50
36512,Li Cui,D,Successful Participant,43
36513,Jiarong Shi,D,Successful Participant,94
36514,Yanhua Wang,A,Honorable Mention,8
36515,Kedian Mu,A,Honorable Mention,41
36517,Hai Jin,A,Successful Participant,93
36518,Xuewen Li,A,Successful Participant,93
36519,Zhang Chunxiao,A,Honorable Mention,86
36520,Chuandong Dong,A,Successful Participant,389
36521,Haimiao Hu,A,Successful Participant,1
36522,Minglan Wang,B,Honorable Mention,29
36523,Wei Cheng,B,Honorable Mention,50
36524,Wei Xu,B,Meritorious,50
36525,Yu Li,A,Successful Participant,253
36526,Rui Liu,B,Successful Participant,9
36527,Chenxu Li,A,Successful Participant,41
36528,Chuanjun Chen,A,Honorable Mention,390
36529,Xuemei Zhao,A,Honorable Mention,6
36530,Chuanjun Chen,B,Successful Participant,390
36531,Xiaohang Zhang,D,Successful Participant,6
36532,Yuqing Huang,D,Honorable Mention,327
36533,Richard J Rossi,A,Successful Participant,391
36534,Yanli Cui,A,Honorable Mention,390
36535,Richard J Rossi,B,Successful Participant,391
36536,Zhenxiang Dai,A,Successful Participant,390
36537,Li Lei Min,A,Successful Participant,327
36538,Fei Li,B,Successful Participant,390
36539,Shanghui Jia,D,Successful Participant,123
36540,Lixia Zhi,A,Honorable Mention,308
36541,Yong Li,B,Successful Participant,6
36542,Qinghua Li,A,Honorable Mention,390
36543,Qinghua Li,A,Successful Participant,390
36544,Litao Han,B,Honorable Mention,34
36545,Zuoqiao Li,B,Successful Participant,392
36546,Naiwei Liu,A,Successful Participant,390
36547,Bingzhang Wang,A,Successful Participant,390
36548,Bingzhang Wang,A,Honorable Mention,390
36549,Xiaomin Wang,B,Honorable Mention,61
36550,Wei Wang,A,Honorable Mention,390
36551,Chuan Ding,C,Meritorious,16
36552,Zhifeng Wang,A,Successful Participant,390
36553,Chunxue Wu,B,Successful Participant,390
36554,Jian Deng,A,Honorable Mention,29
36555,Yujun Yang,A,Honorable Mention,390
36556,Lijuan Zhang,A,Successful Participant,390
36557,Lijuan Zhang,A,Successful Participant,390
36558,Zhong Tan,A,Successful Participant,393
36559,Jie Zhou,A,Successful Participant,3
36560,Lixia Zhi,D,Successful Participant,308
36561,Peixing Li,D,Honorable Mention,5
36562,Fuping Tan,A,Successful Participant,314
36563,Chuan Ding,D,Successful Participant,16
36564,Maoning Tang,A,Successful Participant,394
36565,Peixing Li,A,Successful Participant,5
36566,Peixing Li,B,Successful Participant,5
36567,Qingxin Meng,A,Successful Participant,394
36568,Xiangqun Chen,A,Successful Participant,41
36569,Li Cui,B,Successful Participant,43
36570,Baodong Liu,A,Honorable Mention,107
36571,Litao Han,A,Honorable Mention,34
36572,Jianlin Jiang,A,Successful Participant,385
36573,Yonghong Zhao,A,Successful Participant,3
36574,Susan A Toma,D,Meritorious,395
36575,Susan A Toma,A,Honorable Mention,395
36576,Susan A Toma,A,Successful Participant,395
36577,Yi Zhang,A,Successful Participant,396
36578,Wei Zhu,B,Honorable Mention,370
36579,Na Yi,B,Successful Participant,397
36580,Xianquan Liu,A,Meritorious,370
36581,Bin Pan,A,Successful Participant,397
36582,Anwen Lu,A,Successful Participant,370
36583,Ye Jun,B,Successful Participant,398
36584,Kong Gao Hua,A,Successful Participant,399
36585,Hong Nie,A,Successful Participant,397
36586,Jiming Yu,A,Successful Participant,370
36587,Jingxian Yu,A,Honorable Mention,397
36588,Kong Gao Hua,A,Meritorious,399
36589,Yi Du,D,Successful Participant,29
36590,Xingcheng Pu,A,Successful Participant,370
36591,Ye Jun,A,Meritorious,398
36592,Kong Gao Hua,B,Meritorious,399
36593,Yini Wu,A,Successful Participant,281
36594,Xiaoying Zhao,A,Successful Participant,397
36595,Xuegang Hu,A,Honorable Mention,370
36596,Ye Jun,A,Honorable Mention,398
36597,Kong Gao Hua,B,Honorable Mention,399
36598,Rui Yang,D,Successful Participant,123
36599,Ye Jun,A,Honorable Mention,398
36600,Xingcheng Pu,A,Successful Participant,370
36601,Qinglun Yan,A,Meritorious,190
36602,Kong Gao Hua,A,Honorable Mention,399
36603,Ye Jun,A,Successful Participant,398
36604,Xiaosheng Cheng,B,Honorable Mention,400
36605,Kong Gao Hua,B,Honorable Mention,399
36606,Lianzu Jiao,A,Successful Participant,29
36607,Zhiying Deng,A,Successful Participant,370
36608,Ye Jun,A,Honorable Mention,398
36609,Zhiying Deng,A,Honorable Mention,370
36610,Feng Zhou,A,Successful Participant,6
36611,Xiaosheng Cheng,B,Honorable Mention,400
36612,Ye Jun,B,Successful Participant,398
36613,Qinglun Yan,A,Successful Participant,190
36614,Kong Gao Hua,B,Honorable Mention,399
36615,Fuxing Hu,B,Meritorious,400
36616,Fuxing Hu,A,Honorable Mention,400
36617,Qinghua Zhang,A,Successful Participant,370
36618,Kong Gao Hua,A,Honorable Mention,399
36619,Qiang Ling,A,Honorable Mention,20
36620,Hui Jiang,A,Honorable Mention,400
36621,Anthony A Tovar,A,Successful Participant,401
36622,Wei Zhong Si,D,Honorable Mention,6
36623,Hui Jiang,A,Honorable Mention,400
36624,Xiaochen Sun,B,Honorable Mention,186
36625,Qinglun Yan,D,Honorable Mention,190
36626,Qiong Mou,A,Successful Participant,370
36627,Kong Gao Hua,B,Meritorious,399
36628,Zhongyi Ke,B,Successful Participant,400
36629,Qiru Wang,B,Successful Participant,5
36630,Qinglun Yan,B,Honorable Mention,190
36631,Yong Liu,A,Successful Participant,370
36632,Xiaolong Jiang,C,Honorable Mention,5
36633,Zhongyi Ke,B,Successful Participant,400
36634,Kong Gao Hua,C,Successful Participant,399
36635,Qinglun Yan,A,Honorable Mention,190
36636,Yanfeng Shen,D,Honorable Mention,215
36637,Nathan Gossett,A,Honorable Mention,360
36638,Xiaotong Sun,B,Successful Participant,400
36639,Yanhua Wang,A,Honorable Mention,8
36640,Yanfeng Shen,D,Honorable Mention,215
36641,Xiaotong Sun,B,Successful Participant,400
36642,Sidong Xian,B,Successful Participant,370
36643,Shuiping Yang,B,Honorable Mention,400
36644,Jiajun Zhang,A,Honorable Mention,5
36645,Xiaowei Chen,A,Honorable Mention,9
36646,Peng Cao,B,Meritorious,93
36647,Wenbo Li,A,Successful Participant,400
36648,Sidong Xian,A,Successful Participant,370
36649,Baodong Liu,C,Successful Participant,107
36650,Xiaowei Cai,D,Honorable Mention,324
36651,Pei Liu,A,Successful Participant,402
36652,Bo Chen,B,Successful Participant,304
36653,Song Gao,B,Honorable Mention,366
36654,Yan Zhang,B,Successful Participant,8
36655,Gao Jia,D,Honorable Mention,95
36656,Xinqian Wu,B,Successful Participant,282
36657,Shaowen Li,A,Successful Participant,403
36658,Zongyi Li,A,Successful Participant,272
36659,Hao Wang,A,Honorable Mention,3
36660,Jianguo Zhang,A,Successful Participant,89
36661,Zhong Tan,B,Honorable Mention,89
36662,Chunna Guo,B,Successful Participant,282
36663,Shaowen Li,C,Honorable Mention,16
36664,Rui Hou,B,Successful Participant,404
36665,Hailiang Zhao,A,Honorable Mention,12
36666,Weihua Huang,A,Honorable Mention,50
36667,Huayue Zhang,B,Honorable Mention,405
36668,Jianli Liu,A,Successful Participant,314
36669,Linlin Shao,A,Honorable Mention,41
36670,Shu Tao,A,Meritorious,41
36671,Huayue Zhang,A,Successful Participant,405
36672,Zhifei Zhang,A,Meritorious,41
36673,Hong Liu,A,Successful Participant,114
36674,Jing Guan,B,Successful Participant,86
36675,Zhenglu Jiang,D,Successful Participant,5
36676,Honggang Zhang,D,Successful Participant,6
36677,Peixing Li,C,Successful Participant,5
36678,Xianzhou Guo,A,Successful Participant,220
36679,Xiuqing Chen,A,Successful Participant,6
36680,Chun-Kai Wang,D,Honorable Mention,107
36681,Ningkang Jiang,B,Honorable Mention,406
36682,Xiuqing Chen,B,Honorable Mention,6
36683,Liuqiang Zhong,A,Successful Participant,29
36684,Pei Xiaojun,A,Successful Participant,6
36685,Xianfeng Wang,A,Honorable Mention,9
36686,Zhenzhen Chen,A,Successful Participant,6
36687,Yanhui Guan,D,Successful Participant,5
36688,Xianfeng Wang,A,Successful Participant,9
36689,Jingheng Cai,A,Honorable Mention,5
36690,Xianfeng Wang,A,Successful Participant,9
36691,Changyou Wang,A,Successful Participant,370
36692,Jianmin Han,A,Honorable Mention,215
36693,Junhai Ma,A,Meritorious,186
36694,Xiaojun Pei,A,Successful Participant,6
36695,Jianhua Gang,D,Honorable Mention,34
36696,Xuegang Hu,A,Honorable Mention,370
36697,He Li,B,Successful Participant,6
36698,Jiming Yu,A,Honorable Mention,370
36699,Qingzhi Yang,B,Successful Participant,9
36700,Zili Li,A,Successful Participant,253
36701,Delin Chu,B,Successful Participant,407
36702,Hao Wang,A,Honorable Mention,3
36703,Zhao Zhang,B,Successful Participant,58
36705,Nanjing Huang,A,Successful Participant,3
36706,Jiangfang Yi,A,Honorable Mention,41
36707,Xuegang Hu,A,Honorable Mention,370
36708,Chunxiang Li,D,Meritorious,402
36709,Hao Wang,D,Honorable Mention,3
36710,Xiaohong Chen,D,Successful Participant,95
36711,Hao Wang,A,Honorable Mention,3
36712,Chunde Yang,A,Successful Participant,370
36713,Zhipeng Qi,A,Successful Participant,408
36714,Hao Wang,A,Meritorious,3
36715,Wang Shou Xiang,B,Honorable Mention,186
36716,Yuquan Sun,A,Honorable Mention,1
36717,Tao Chen,B,Successful Participant,292
36718,Meisong Tong,A,Successful Participant,22
36719,Bo Wang,A,Successful Participant,61
36720,Lin Bai,D,Successful Participant,281
36721,Jun Hu,D,Honorable Mention,281
36722,Jinhuan Wang,C,Honorable Mention,220
36723,Aifen Feng,D,Honorable Mention,409
36724,Jun Li,A,Honorable Mention,9
36725,Jianyu Pan,A,Successful Participant,58
36726,Zhong Tan,B,Honorable Mention,89
36727,Hongjun Li,B,Successful Participant,250
36728,Xiaohua Han,B,Successful Participant,6
36729,Man Song,A,Successful Participant,6
36730,Yunpeng Jia,A,Successful Participant,410
36731,Chunjie Su,B,Honorable Mention,31
36732,Hongbin Yu,A,Successful Participant,130
36733,Dai Dai,A,Meritorious,16
36734,Xuemei Liu,A,Successful Participant,86
36735,Fengjun Guo,B,Successful Participant,250
36736,Jing Zhu,B,Honorable Mention,411
36737,Peiyan Yuan,A,Successful Participant,130
36738,Yue Zhao,A,Successful Participant,218
36739,Pan Zhi,B,Successful Participant,412
36740,Xiujuan Pan,A,Successful Participant,250
36741,Limin Xu,B,Successful Participant,141
36742,Changqing Xu,B,Successful Participant,413
36743,Changqing Xu,D,Successful Participant,413
36744,Wei Liu,A,Successful Participant,6
36745,Yang Chao,A,Honorable Mention,56
36746,Changhong Xue,B,Successful Participant,414
36748,Kang Sheng Liu,A,Successful Participant,55
36749,Jianjun Ye,A,Successful Participant,163
36750,Qin Shu Zheng,C,Honorable Mention,415
36751,Chen Piwei,B,Successful Participant,194
36752,Yingyi Tan,A,Successful Participant,3
36753,Pingwen Zhang,A,Successful Participant,41
36754,Ying Dong,A,Successful Participant,206
36755,Junhua Wang,A,Successful Participant,24
36756,Zhenzhen Chen,C,Successful Participant,6
36757,Hao Li,A,Successful Participant,34
36758,Rong Du,B,Successful Participant,58
36759,Lixin Zeng,A,Successful Participant,36
36760,Chuanyong Li,A,Honorable Mention,9
36761,Xiaojun Pei,A,Successful Participant,6
36762,Bing Han,D,Honorable Mention,374
36763,Jiaming Zhu,D,Meritorious,374
36764,Wanyou Cheng,D,Honorable Mention,416
36765,Ning Yong Ke,A,Successful Participant,6
36766,Zhibin Han,D,Meritorious,223
36767,Yuyi Zhang,A,Successful Participant,5
36768,Jing Zhu,A,Successful Participant,411
36769,Zhiguo Zhang,A,Successful Participant,6
36770,Yuliang Wen,A,Honorable Mention,58
36771,Qin Xu,D,Meritorious,374
36772,Guoguang Yan,D,Meritorious,56
36773,Xiangyun Zhang,A,Successful Participant,58
36774,Li Cui,A,Honorable Mention,43
36775,Liangfu Lv,A,Honorable Mention,186
36776,Jie Song,B,Honorable Mention,417
36777,Liling Xie,B,Honorable Mention,29
36778,Shengwu Jin,A,Successful Participant,418
36779,Minglan Wang,A,Successful Participant,29
36780,Xiaoming Fan,C,Successful Participant,123
36781,Alain Chillã¨S,A,Honorable Mention,419
36782,Kaixin Wang,A,Successful Participant,9
36783,Zhiming Hu,A,Meritorious,179
36784,Daquan Jiang,A,Successful Participant,41
36785,Zhongkui Sun,C,Honorable Mention,21
36786,Dai Dai,A,Honorable Mention,16
36787,Xue Yumei,A,Successful Participant,33
36788,Lixia Zhi,B,Honorable Mention,308
36789,Linfeng Dong,C,Successful Participant,420
36790,Minglan Wang,A,Successful Participant,29
36791,Huayou Chen,A,Successful Participant,374
36792,Linfeng Dong,C,Honorable Mention,420
36793,Huayou Chen,A,Meritorious,374
36794,Huayou Chen,A,Successful Participant,374
36795,Jian Deng,D,Successful Participant,29
36796,Zengchang Qin,D,Honorable Mention,1
36797,Delong Yu,B,Successful Participant,114
36802,Yong Zuo,A,Successful Participant,6
36803,Yuandi Wang,A,Successful Participant,314
36804,Xiaoming Fan,A,Successful Participant,123
36805,Yu Zhang,D,Honorable Mention,36
36806,Ivan Corwin,A,Meritorious,72
36807,Jing Qin,B,Meritorious,245
36808,Anwen Lu,A,Meritorious,370
36809,Liangfu Lyu,A,Successful Participant,186
36810,Ya Tian,B,Successful Participant,370
36811,Pan Zheng,A,Honorable Mention,370
36812,Taigui Qin,A,Successful Participant,421
36813,Longfei Chen,A,Successful Participant,1
36814,Chuan Ding,A,Honorable Mention,16
36815,Zhixing Hu,C,Successful Participant,422
36816,Shaowen Li,D,Successful Participant,16
36817,Guling Zhang,B,Successful Participant,114
36818,Na Zhao,A,Meritorious,9
36819,Jian Yuan,A,Honorable Mention,12
36820,Zhanao Xue,A,Successful Participant,130
36821,Chunjie Su,A,Successful Participant,31
36822,Ying Lv,D,Meritorious,423
36823,Liang Wu,B,Successful Participant,3
36824,Xiao Bai,A,Honorable Mention,1
36825,Yuzhong Liu,A,Successful Participant,112
36826,Yanhui Guan,A,Honorable Mention,5
36827,Tao Liang,A,Honorable Mention,12
36828,Hua Yu,A,Honorable Mention,9
36829,Sheng Ye,A,Successful Participant,20
36830,Yongming Liu,B,Honorable Mention,58
36831,Peng Wang,A,Honorable Mention,63
36832,Minglan Wang,A,Honorable Mention,29
36833,Ying Lv,D,Meritorious,423
36834,Liuyi Feng,B,Honorable Mention,424
36835,Zhao Wen Bo,A,Successful Participant,6
36836,Zu Jiaolian,A,Successful Participant,29
36837,Zhenghai Huang,A,Honorable Mention,425
36838,Zhenghai Huang,A,Successful Participant,425
36839,Yanhui Guan,A,Successful Participant,5
36840,Zhenghai Huang,B,Meritorious,425
36841,Zhenghai Huang,A,Honorable Mention,425
36842,Peixing Li,A,Successful Participant,5
36843,Ronghua Li,D,Meritorious,426
36844,Shaowen Li,A,Successful Participant,16
36845,Tingyan Zhang,A,Successful Participant,423
36846,Liangfu Lv,A,Successful Participant,425
36847,Zhihong Luo,A,Successful Participant,5
36848,Liangfu Lv,A,Honorable Mention,425
36849,Tingyan Zhang,A,Successful Participant,423
36850,Liangfu Lv,A,Honorable Mention,425
36851,Liangfu Lv,A,Meritorious,425
36852,Jialiang Xiang,D,Successful Participant,22
36853,Xiaochen Sun,B,Honorable Mention,425
36854,Xiaochen Sun,C,Successful Participant,425
36855,Xiaochen Sun,B,Successful Participant,425
36856,Xiaochen Sun,A,Meritorious,425
36857,Haiju Fan,B,Honorable Mention,130
36858,Ximin Rong,A,Honorable Mention,425
36859,Ximin Rong,A,Honorable Mention,425
36860,Ximin Rong,A,Meritorious,425
36861,Jianguo Liu,B,Meritorious,95
36862,Guoliang Shi,A,Honorable Mention,425
36863,Guoliang Shi,A,Honorable Mention,425
36864,Guoliang Shi,A,Successful Participant,425
36865,Guocan Feng,A,Successful Participant,5
36866,Shiguang Ma,A,Honorable Mention,9
36867,Yanhui Guan,A,Honorable Mention,5
36868,Lei Deng,A,Successful Participant,423
36869,Lei Deng,C,Honorable Mention,423
36870,Lin Wei,A,Honorable Mention,423
36871,Lin Wei,B,Successful Participant,423
36872,Shengshan Cao,A,Successful Participant,194
36873,Wei Feng,A,Meritorious,1
36874,Ya Xu,C,Honorable Mention,9
36875,Li Ge,B,Successful Participant,41
36876,Wei Feng,B,Honorable Mention,1
36877,Zhigang Wang,A,Meritorious,63
36878,Shengming Ma,A,Successful Participant,1
36879,Xunwu Yin,B,Successful Participant,250
36880,Yanling Cai,B,Honorable Mention,141
36881,Bill Sun,A,Successful Participant,107
36882,Wencai Zhao,D,Successful Participant,68
36883,Guo Jian,A,Successful Participant,427
36884,Song Zhao,D,Meritorious,88
36885,Jiqiang Wang,D,Honorable Mention,315
36886,Yajie Li,C,Successful Participant,6
36887,Wei Du,B,Successful Participant,341
36888,Xinqian Wu,B,Meritorious,282
36889,Feng Liu,A,Honorable Mention,49
36890,Zuguo He,C,Meritorious,6
36891,Yi Du,A,Honorable Mention,29
36892,Feng Liu,B,Successful Participant,49
36893,Zhiping Lu,A,Successful Participant,58
36894,Mingxuan Qiao,D,Successful Participant,6
36895,Yanhui Li,A,Honorable Mention,5
36896,Minghui Zhao,D,Honorable Mention,151
36897,Yiliao Song,A,Meritorious,49
36898,Genke Yang,A,Honorable Mention,61
36899,Shiguang Ma,A,Successful Participant,9
36900,Zhengqiang Zhang,A,Honorable Mention,49
36901,Li Liu,C,Successful Participant,6
36902,Yonggang Pei,D,Honorable Mention,130
36903,Jien Deng,D,Successful Participant,289
36904,Tao Zhang,A,Successful Participant,1
36905,Yun Wang,A,Honorable Mention,49
36906,Junfeng Ren,B,Successful Participant,289
36907,Yixin Zhang,A,Successful Participant,49
36908,Yixin Zhang,A,Honorable Mention,49
36909,Guozhong Su,A,Successful Participant,220
36910,Wenling Li,A,Honorable Mention,289
36911,Tonglin Fu,B,Successful Participant,428
36912,Zhongrong Lv,A,Honorable Mention,5
36913,Dongwei Zhang,D,Successful Participant,141
36914,Chengcheng Ma,A,Successful Participant,49
36915,Sibei Yang,D,Successful Participant,49
36916,Jien Deng,A,Successful Participant,289
36917,Neng Wan,B,Successful Participant,6
36918,Chengcheng Ma,D,Successful Participant,49
36919,Tong Zhang,B,Successful Participant,289
36920,Baodong Liu,B,Honorable Mention,107
36921,Jianyu Pan,A,Successful Participant,58
36922,Xingxing Jia,B,Successful Participant,49
36923,Zhaoliang Wang,B,Successful Participant,289
36924,Yanhui Guan,B,Honorable Mention,5
36925,Jiani Heng,A,Successful Participant,49
36926,Junxiang Cheng,D,Honorable Mention,289
36927,Jiani Heng,D,Successful Participant,49
36928,Chengze Gao,B,Successful Participant,49
36929,Shunwei Xu,A,Successful Participant,289
36930,Chengze Gao,D,Honorable Mention,49
36931,Juntao Li,B,Honorable Mention,5
36932,Taishan Zeng,A,Successful Participant,29
36933,Hong Yin,A,Successful Participant,34
36934,Junfeng Ren,A,Successful Participant,289
36935,Meng Wang,A,Successful Participant,49
36936,Meng Wang,D,Successful Participant,49
36937,Feiying Yang,B,Successful Participant,49
36938,Zhihui Ma,B,Successful Participant,49
36939,Baodong Liu,A,Honorable Mention,107
36940,Zhandong Xu,B,Successful Participant,79
36941,Zhouping Li,A,Successful Participant,49
36942,Jianwen Sun,D,Honorable Mention,49
36943,Ling Xiao,B,Successful Participant,49
36944,Mingfei Niu,B,Meritorious,49
36945,Junxiang Cheng,D,Honorable Mention,289
36946,Yonglu Shu,A,Successful Participant,28
36947,Linping Peng,A,Successful Participant,1
36948,Xiaopeng Ding,A,Successful Participant,107
36949,Yanhui Li,D,Honorable Mention,5
36950,Zhijie Wen,A,Successful Participant,314
36951,Juping Wang,A,Successful Participant,429
36953,Qing Song,A,Successful Participant,6
36954,Qiaofei Xu,D,Honorable Mention,6
36956,Jianguo Tan,D,Honorable Mention,250
36957,Baodong Liu,B,Honorable Mention,107
36958,Wenbo Zhang,A,Successful Participant,6
36959,Xiang Ma,A,Honorable Mention,41
36960,Yuanyuan Ke,D,Honorable Mention,34
36961,Xiangyun Zhang,D,Honorable Mention,58
36962,Guoguang Yan,D,Meritorious,56
36963,Gang Hu,C,Honorable Mention,9
36964,Wang Xiaomin,A,Honorable Mention,165
36965,Yuanming Hu,D,Honorable Mention,24
36966,Peng Gao,B,Honorable Mention,1
36967,Chengyuan Yin,B,Successful Participant,8
36968,Hongchu Wang,A,Honorable Mention,29
36969,Hongwang Lu,A,Successful Participant,107
36970,Yongxin Zhao,B,Successful Participant,430
36971,Liang Fu Lv,B,Honorable Mention,186
36972,Jianxin Huang,A,Successful Participant,431
36973,Yonghong Long,A,Successful Participant,34
36974,Duokui Yan,A,Meritorious,1
36975,Cheng Hui,D,Honorable Mention,5
36976,Yi Li,A,Successful Participant,16
36977,Baodong Liu,C,Successful Participant,432
36980,Fan Xiaoming,D,Successful Participant,123
36981,Rui Mao,B,Successful Participant,433
36982,Bin Wu,A,Successful Participant,6
36983,Tianyi Cai,A,Successful Participant,75
36984,Changan Zhao,B,Honorable Mention,5
36985,Min Tang,B,Honorable Mention,433
36986,Yiliao Song,D,Honorable Mention,79
36987,Feng Jiang,A,Honorable Mention,56
36988,Fujian Duan,B,Honorable Mention,433
36989,Zhanyuan Tian,D,Successful Participant,36
36990,Shijin Zhang,A,Successful Participant,1
36991,Fujian Zong,A,Successful Participant,107
36992,Xinchao Zhao,D,Honorable Mention,6
36993,Baodong Liu,B,Successful Participant,107
36994,Jiangxia Nan,A,Successful Participant,433
36995,Qingjie Yang,A,Successful Participant,434
36996,Junyi Guo,B,Honorable Mention,435
36997,Yanhui Guan,A,Honorable Mention,5
36998,Yunfeng Yang,A,Honorable Mention,436
36999,Tengfei Long,B,Honorable Mention,433
37000,Zuoqiang Shi,A,Honorable Mention,179
37001,Xiaomin Wang,A,Successful Participant,61
37002,Dajun Xing,A,Successful Participant,43
37003,Baodong Liu,B,Successful Participant,107
37004,Qingbang Zhang,B,Honorable Mention,16
37005,Wenbo Zhang,C,Successful Participant,6
